cleaned_summary,Sentiment
good place work without problems,Positive
great company sometimes despite,Positive
process assistant,Neutral
tools need hand work hard,Negative
seller support associate,Neutral
specialist,Neutral
review unlock stuff,Neutral
,Neutral
great company work,Positive
best place work,Positive
great experience far,Positive
decent job overall,Neutral
glad grateful stay,Positive
good,Positive
software title,Neutral
one best jobs life work great people,Positive
great place work,Positive
great place work,Positive
financial analyst,Neutral
best place work,Positive
google top search result best job definitely feeling lucky,Positive
great place work learn,Positive
software engineer,Neutral
great company great benefits,Positive
great company learnt lot better path,Positive
aha technical advisor,Neutral
driver,Neutral
great place,Positive
couldnt work nicer company looks well employers,Neutral
fc associate,Neutral
awesome place work,Positive
packer,Neutral
great company work,Positive
awesome company,Positive
program manager,Neutral
business analyst,Neutral
really smart people,Positive
sr program manager,Neutral
going right direction,Positive
instock manager review,Neutral
great company,Positive
great place,Positive
excellent place work,Positive
great place expand,Positive
great place,Positive
positive environment,Positive
good,Positive
dynamic work great possibilities almost politics,Positive
quick one,Positive
sde,Neutral
amazing company,Positive
loves work amazing company,Positive
continuous learning opportunities,Neutral
sde,Neutral
service engineer,Neutral
great company,Positive
review,Neutral
excellent,Positive
amazing,Positive
partner engagement manager,Neutral
great experience,Positive
google,Neutral
lots scale related challenges smart people trying solve,Neutral
apple years,Neutral
great company,Positive
great,Positive
great company great environment,Positive
good place want,Positive
great place work,Positive
positive experience customer obsessed overall nice company work appreciates hardworking employees,Neutral
amazon review,Neutral
great place work,Positive
software engineer,Neutral
home advisor,Neutral
rewarding experience working talented employees,Positive
data scientist,Neutral
great place work,Positive
great company,Positive
wonderful career place,Positive
great company work,Positive
grind hope get lucky,Positive
great company work invested personal development,Positive
perfect pretty close,Positive
trustworthy company,Neutral
website,Neutral
coming year employed im finally getting sea legs,Neutral
im glad work,Positive
great opportunities work hard,Positive
good work environment,Positive
good career amazon,Positive
best best,Positive
good employer,Positive
ocean opportunities,Neutral
best internship could hope,Positive
best internship could hope,Positive
awesome company benefits,Positive
depends manager generally happy,Positive
mostly good aggressive selfstarter,Positive
great place build software,Positive
good culture,Positive
internship review,Neutral
aha,Neutral
software engineer role,Neutral
good work culture,Positive
systems engineer,Neutral
good place steady work get fulltime,Positive
job amazon,Neutral
phenomenal company work learn,Positive
great company,Positive
project manager,Neutral
great experience,Positive
experience amazon delivery center,Neutral
former employee,Neutral
dream company,Neutral
warehouse associate,Neutral
good experience,Positive
google come winner artificial intelligence,Negative
great company highly recommend working,Positive
ehs coordinator,Neutral
consultant,Neutral
amazon,Neutral
great work environment tons opportunities advance career,Positive
assistant shift manager,Neutral
unique company outstanding message,Positive
review working microsoft,Neutral
nice place,Positive
absoluting amazing,Positive
challenging hardwork operationsheavy,Positive
consultant,Neutral
great company,Positive
associate,Neutral
review sde internship,Neutral
satisfied,Positive
room growthif want,Neutral
principle software engineering manager,Neutral
great company,Positive
great place work,Positive
great company work,Positive
google ads,Neutral
sde,Neutral
great employer,Positive
pathways operations manager,Neutral
work culture,Neutral
great company,Positive
overall good,Positive
enlightening challenging,Positive
google,Neutral
best,Positive
love job,Positive
nice place work,Positive
great experience,Positive
best service,Positive
youve heard,Neutral
fantastic environment great people great pay,Positive
packing,Neutral
awesome really awesome,Positive
great,Positive
applications engineer,Neutral
teacher,Neutral
great place,Positive
early opinions working amazon,Neutral
good company work,Positive
parttime associate,Neutral
lifetime experience learning fun history creation,Positive
great company work,Positive
always another project horizon always love,Positive
good experience,Positive
great company,Positive
reasonable,Positive
good company moving fast slow,Positive
awesome,Positive
place work,Neutral
genius admin,Neutral
making great hiring decisions,Positive
great,Positive
brand ambassador,Neutral
quality speacialist,Neutral
best job ive ever,Positive
offers smart teammates great compensation tons perks,Positive
good,Positive
great company amazing earning potential,Positive
relaxed people,Neutral
awesome work environment,Positive
things looking,Neutral
simply great,Positive
great place work,Positive
love,Positive
sdet review,Neutral
great company work,Positive
busines specialist review,Neutral
researcher,Neutral
researcher,Neutral
breath fresh air,Positive
great place build career,Positive
great place work,Positive
meh,Neutral
software development manager,Neutral
good employer,Positive
good place work turning corporate,Positive
personal performance stretch goals,Neutral
great company,Positive
best job ive ever,Positive
apple store valley fair boh red zone specialist,Positive
specialist,Neutral
work apple happy time,Positive
software engineer,Neutral
excellent place work,Positive
one best places work,Positive
rewards areas monetary,Neutral
specialist apple,Neutral
smart people team cared developing careers members,Positive
